Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
BUENOS AIRES,BERAZATEGUI,PLÁTANOS,CABLEMODEM,6091010,1658.0
BUENOS AIRES,BERAZATEGUI,PLÁTANOS,FIBRA OPTICA,6091010,2370.0
BUENOS AIRES,BERAZATEGUI,PLÁTANOS,Otros,6091010,1.0
BUENOS AIRES,BERAZATEGUI,RANELAGH,ADSL,6091010,10.0
BUENOS AIRES,BERAZATEGUI,RANELAGH,CABLEMODEM,6091010,2807.0
BUENOS AIRES,BERAZATEGUI,RANELAGH,DIAL UP,6091010,13.0
BUENOS AIRES,BERAZATEGUI,RANELAGH,FIBRA OPTICA,6091010,7837.0
BUENOS AIRES,BERAZATEGUI,RANELAGH,SATELITAL,6091010,1.0
BUENOS AIRES,BERAZATEGUI,VILLA ESPAÑA,ADSL,6091010,1.0
BUENOS AIRES,BERAZATEGUI,VILLA ESPAÑA,CABLEMODEM,6091010,986.0
BUENOS AIRES,BERAZATEGUI,VILLA ESPAÑA,FIBRA OPTICA,6091010,2376.0
BUENOS AIRES,BERISSO,BARRIO EL CARMEN (ESTE),FIBRA OPTICA,6098010,132.0
BUENOS AIRES,BERISSO,BARRIO EL CARMEN (ESTE),WIRELESS,6098010,250.0
BUENOS AIRES,BERISSO,BERISSO,ADSL,6098010,3116.0
BUENOS AIRES,BERISSO,BERISSO,CABLEMODEM,6098010,14608.0
BUENOS AIRES,BERISSO,BERISSO,DIAL UP,6098010,21.0
BUENOS AIRES,BERISSO,BERISSO,FIBRA OPTICA,6098010,7667.0
BUENOS AIRES,BERISSO,BERISSO,Otros,6098010,6.0
BUENOS AIRES,BERISSO,BERISSO,WIRELESS,6098010,413.0
BUENOS AIRES,BERISSO,VILLA ARGUELLO,FIBRA OPTICA,6098010,132.0
BUENOS AIRES,BERISSO,VILLA ARGUELLO,WIRELESS,6098010,250.0
BUENOS AIRES,BERISSO,VILLA NUEVA,FIBRA OPTICA,6098010,132.0
BUENOS AIRES,BERISSO,VILLA NUEVA,WIRELESS,6098010,250.0
BUENOS AIRES,BERISSO,VILLA PROGRESO,FIBRA OPTICA,6098010,132.0
BUENOS AIRES,BERISSO,VILLA PROGRESO,WIRELESS,6098010,250.0
BUENOS AIRES,BOLÍVAR,HALE,ADSL,6105010,10.0
BUENOS AIRES,BOLÍVAR,JUAN F. IBARRA,FIBRA OPTICA,6105020,1.0
BUENOS AIRES,BOLÍVAR,OTROS,CABLEMODEM,Sin Datos,1.0
BUENOS AIRES,BOLÍVAR,OTROS,FIBRA OPTICA,Sin Datos,1.0
BUENOS AIRES,BOLÍVAR,PIROVANO,Otros,6105050,50.0
BUENOS AIRES,BOLÍVAR,PIROVANO,WIRELESS,6105050,45.0
BUENOS AIRES,BOLÍVAR,SAN CARLOS DE BOLÍVAR  (EST. BOLÍVAR),ADSL,6105060,727.0
BUENOS AIRES,BOLÍVAR,SAN CARLOS DE BOLÍVAR  (EST. BOLÍVAR),CABLEMODEM,6105060,5123.0
BUENOS AIRES,BOLÍVAR,SAN CARLOS DE BOLÍVAR  (EST. BOLÍVAR),DIAL UP,6105060,2.0
BUENOS AIRES,BOLÍVAR,SAN CARLOS DE BOLÍVAR  (EST. BOLÍVAR),FIBRA OPTICA,6105060,10.0
BUENOS AIRES,BOLÍVAR,SAN CARLOS DE BOLÍVAR  (EST. BOLÍVAR),SATELITAL,6105060,1.0
BUENOS AIRES,BOLÍVAR,SAN CARLOS DE BOLÍVAR  (EST. BOLÍVAR),WIRELESS,6105060,255.0
BUENOS AIRES,BOLÍVAR,URDAMPILLETA,DIAL UP,6105070,5.0
BUENOS AIRES,BOLÍVAR,URDAMPILLETA,FIBRA OPTICA,6105070,2.0
BUENOS AIRES,BOLÍVAR,URDAMPILLETA,WIRELESS,6105070,71.0
BUENOS AIRES,BRAGADO,BRAGADO,ADSL,6112010,500.0
BUENOS AIRES,BRAGADO,BRAGADO,CABLEMODEM,6112010,2810.0
BUENOS AIRES,BRAGADO,BRAGADO,DIAL UP,6112010,10.0
BUENOS AIRES,BRAGADO,BRAGADO,FIBRA OPTICA,6112010,246.0
BUENOS AIRES,BRAGADO,BRAGADO,WIRELESS,6112010,212.0
BUENOS AIRES,BRAGADO,COMODORO PY,FIBRA OPTICA,6112020,220.0
BUENOS AIRES,BRAGADO,COMODORO PY,WIRELESS,6112020,2.0
BUENOS AIRES,BRAGADO,GENERAL O'BRIEN,ADSL,6112030,321.0
BUENOS AIRES,BRAGADO,GENERAL O'BRIEN,FIBRA OPTICA,6112030,83.0
BUENOS AIRES,BRAGADO,GENERAL O'BRIEN,WIRELESS,6112030,36.0
BUENOS AIRES,BRAGADO,IRALA,CABLEMODEM,6112040,2.0
BUENOS AIRES,BRAGADO,IRALA,WIRELESS,6112040,22.0
BUENOS AIRES,BRAGADO,MECHITA (EST. MECHA),ADSL,6112070,10.0
BUENOS AIRES,BRAGADO,MECHITA (EST. MECHA),CABLEMODEM,6112070,8.0
BUENOS AIRES,BRAGADO,MECHITA (EST. MECHA),WIRELESS,6112070,8.0
BUENOS AIRES,BRAGADO,OLASCOAGA,WIRELESS,6112080,40.0
BUENOS AIRES,BRAGADO,WARNES,ADSL,6112090,135.0
BUENOS AIRES,BRAGADO,WARNES,Otros,6112090,9.0
BUENOS AIRES,BRAGADO,WARNES,WIRELESS,6112090,7.0
BUENOS AIRES,BRANDSEN,CORONEL BRANDSEN,ADSL,6119050,1250.0
BUENOS AIRES,BRANDSEN,CORONEL BRANDSEN,CABLEMODEM,6119050,420.0
BUENOS AIRES,BRANDSEN,CORONEL BRANDSEN,DIAL UP,6119050,1.0
BUENOS AIRES,BRANDSEN,CORONEL BRANDSEN,FIBRA OPTICA,6119050,3400.0
BUENOS AIRES,BRANDSEN,CORONEL BRANDSEN,Otros,6119050,1.0
BUENOS AIRES,BRANDSEN,CORONEL BRANDSEN,WIRELESS,6119050,1208.0
BUENOS AIRES,BRANDSEN,JEPPENER,ADSL,6119070,815.0
BUENOS AIRES,BRANDSEN,JEPPENER,FIBRA OPTICA,6119070,2.0
BUENOS AIRES,CAMPANA,ALTO LOS CARDALES,FIBRA OPTICA,6126010,276.0
BUENOS AIRES,CAMPANA,ALTO LOS CARDALES,WIRELESS,6126010,41.0
BUENOS AIRES,CAMPANA,BARRIO LOS PIONEROS,WIRELESS,6126020,60.0
BUENOS AIRES,CAMPANA,CAMPANA,ADSL,6126030,604.0
BUENOS AIRES,CAMPANA,CAMPANA,CABLEMODEM,6126030,18599.0
BUENOS AIRES,CAMPANA,CAMPANA,DIAL UP,6126030,1.0
BUENOS AIRES,CAMPANA,CAMPANA,FIBRA OPTICA,6126030,11643.0
BUENOS AIRES,CAMPANA,CAMPANA,Otros,6126030,18.0
BUENOS AIRES,CAMPANA,CAMPANA,SATELITAL,6126030,3.0
BUENOS AIRES,CAMPANA,CAMPANA,WIRELESS,6126030,44.0
BUENOS AIRES,CAMPANA,CHACRAS DEL RÍO LUJÁN,WIRELESS,6126035,35.0
BUENOS AIRES,CAMPANA,LOMAS DEL RÍO LUJÁN (EST. RÍO LUJÁN),CABLEMODEM,6126040,55.0
BUENOS AIRES,CAÑUELAS,ALEJANDRO PETIÓN,ADSL,6134010,102.0
BUENOS AIRES,CAÑUELAS,ALEJANDRO PETIÓN,CABLEMODEM,6134010,905.0
BUENOS AIRES,CAÑUELAS,ALEJANDRO PETIÓN,DIAL UP,6134010,7.0
BUENOS AIRES,CAÑUELAS,ALEJANDRO PETIÓN,WIRELESS,6134010,41.0
BUENOS AIRES,CAÑUELAS,BARRIO BELGRANO-MÁXIMO PAZ,WIRELESS,6134030,48.0
BUENOS AIRES,CAÑUELAS,BARRIO EL TALADRO,FIBRA OPTICA,6134020,223.0
BUENOS AIRES,CAÑUELAS,CAÑUELAS,ADSL,6134030,909.0
BUENOS AIRES,CAÑUELAS,CAÑUELAS,CABLEMODEM,6134030,4963.0
BUENOS AIRES,CAÑUELAS,CAÑUELAS,DIAL UP,6134030,30.0
BUENOS AIRES,CAÑUELAS,CAÑUELAS,FIBRA OPTICA,6134030,2420.0
BUENOS AIRES,CAÑUELAS,CAÑUELAS,SATELITAL,6134030,1.0
BUENOS AIRES,CAÑUELAS,CAÑUELAS,WIRELESS,6134030,526.0
BUENOS AIRES,CAÑUELAS,GOBERNADOR UDAONDO,FIBRA OPTICA,6134040,1.0
BUENOS AIRES,CAÑUELAS,GOBERNADOR UDAONDO,WIRELESS,6134040,20.0
BUENOS AIRES,CAÑUELAS,MÁXIMO PAZ,CABLEMODEM,6134050,2009.0
BUENOS AIRES,CAÑUELAS,MÁXIMO PAZ,FIBRA OPTICA,6134050,1.0
BUENOS AIRES,CAÑUELAS,MÁXIMO PAZ,WIRELESS,6134050,270.0
BUENOS AIRES,CAÑUELAS,SANTA ROSA,SATELITAL,6134060,2.0
BUENOS AIRES,CAÑUELAS,SANTA ROSA,WIRELESS,6134060,233.0
BUENOS AIRES,CAÑUELAS,URIBELARREA,ADSL,6134070,63.0
BUENOS AIRES,CAÑUELAS,URIBELARREA,FIBRA OPTICA,6134070,780.0
BUENOS AIRES,CAÑUELAS,URIBELARREA,WIRELESS,6134070,136.0
BUENOS AIRES,CAÑUELAS,VICENTE CASARES,ADSL,6134080,175.0
BUENOS AIRES,CAÑUELAS,VICENTE CASARES,DIAL UP,6134080,2.0
BUENOS AIRES,CAÑUELAS,VICENTE CASARES,WIRELESS,6134080,25.0
BUENOS AIRES,CAPITÁN SARMIENTO,CAPITÁN SARMIENTO,ADSL,6140010,144.0
BUENOS AIRES,CAPITÁN SARMIENTO,CAPITÁN SARMIENTO,CABLEMODEM,6140010,4215.0
BUENOS AIRES,CAPITÁN SARMIENTO,CAPITÁN SARMIENTO,FIBRA OPTICA,6140010,131.0
BUENOS AIRES,CAPITÁN SARMIENTO,CAPITÁN SARMIENTO,WIRELESS,6140010,89.0
BUENOS AIRES,CAPITÁN SARMIENTO,LA LUISA,WIRELESS,6140020,44.0
BUENOS AIRES,CARLOS CASARES,BELLOCQ,DIAL UP,6147010,1.0
BUENOS AIRES,CARLOS CASARES,CADRET,Otros,6147020,1.0
BUENOS AIRES,CARLOS CASARES,CADRET,WIRELESS,6147020,48.0
BUENOS AIRES,CARLOS CASARES,CARLOS CASARES,ADSL,6147030,1167.0
BUENOS AIRES,CARLOS CASARES,CARLOS CASARES,CABLEMODEM,6147030,3.0
BUENOS AIRES,CARLOS CASARES,CARLOS CASARES,DIAL UP,6147030,7.0
BUENOS AIRES,CARLOS CASARES,CARLOS CASARES,FIBRA OPTICA,6147030,3193.0
BUENOS AIRES,CARLOS CASARES,CARLOS CASARES,WIRELESS,6147030,2461.0
BUENOS AIRES,CARLOS CASARES,LA SOFÍA,WIRELESS,6147060,1.0
BUENOS AIRES,CARLOS CASARES,MAURICIO HIRSCH,WIRELESS,6147070,47.0
BUENOS AIRES,CARLOS CASARES,MOCTEZUMA,WIRELESS,6147080,161.0
BUENOS AIRES,CARLOS CASARES,SANTO TOMÁS,WIRELESS,6147095,44.0
BUENOS AIRES,CARLOS CASARES,SMITH,WIRELESS,6147100,190.0
BUENOS AIRES,CARLOS TEJEDOR,CARLOS TEJEDOR,ADSL,6154010,12.0
BUENOS AIRES,CARLOS TEJEDOR,CARLOS TEJEDOR,CABLEMODEM,6154010,1263.0
BUENOS AIRES,CARLOS TEJEDOR,CARLOS TEJEDOR,DIAL UP,6154010,1.0
BUENOS AIRES,CARLOS TEJEDOR,CARLOS TEJEDOR,FIBRA OPTICA,6154010,68.0
BUENOS AIRES,CARLOS TEJEDOR,CARLOS TEJEDOR,WIRELESS,6154010,499.0
BUENOS AIRES,CARLOS TEJEDOR,COLONIA SERÉ,FIBRA OPTICA,6154020,50.0
BUENOS AIRES,CARLOS TEJEDOR,COLONIA SERÉ,WIRELESS,6154020,77.0
BUENOS AIRES,CARLOS TEJEDOR,CURARÚ,WIRELESS,6154030,16.0
BUENOS AIRES,CARLOS TEJEDOR,TIMOTE,WIRELESS,6154040,61.0
BUENOS AIRES,CARLOS TEJEDOR,TRES ALGARROBOS  (EST. CUENCA),SATELITAL,6154050,1.0
BUENOS AIRES,CARLOS TEJEDOR,TRES ALGARROBOS  (EST. CUENCA),WIRELESS,6154050,198.0
BUENOS AIRES,CARMEN DE ARECO,CARMEN DE ARECO,ADSL,6161010,322.0
BUENOS AIRES,CARMEN DE ARECO,CARMEN DE ARECO,CABLEMODEM,6161010,1705.0
BUENOS AIRES,CARMEN DE ARECO,CARMEN DE ARECO,DIAL UP,6161010,5.0
BUENOS AIRES,CARMEN DE ARECO,CARMEN DE ARECO,FIBRA OPTICA,6161010,8.0
BUENOS AIRES,CARMEN DE ARECO,CARMEN DE ARECO,Otros,6161010,1.0
BUENOS AIRES,CARMEN DE ARECO,CARMEN DE ARECO,WIRELESS,6161010,1045.0
BUENOS AIRES,CARMEN DE ARECO,PUEBLO GOUIN,WIRELESS,6161020,31.0
BUENOS AIRES,CARMEN DE ARECO,TRES SARGENTOS,WIRELESS,6161030,107.0
BUENOS AIRES,CASTELLI,CASTELLI,ADSL,6168010,52.0
BUENOS AIRES,CASTELLI,CASTELLI,CABLEMODEM,6168010,1109.0
BUENOS AIRES,CASTELLI,CASTELLI,FIBRA OPTICA,6168010,1121.0
BUENOS AIRES,CASTELLI,CASTELLI,SATELITAL,6168010,2.0
BUENOS AIRES,CASTELLI,CASTELLI,WIRELESS,6168010,28.0
BUENOS AIRES,CASTELLI,CENTRO GUERRERO,FIBRA OPTICA,6168020,46.0
BUENOS AIRES,CASTELLI,CENTRO GUERRERO,WIRELESS,6168020,3.0
BUENOS AIRES,CASTELLI,CERRO DE LA GLORIA,FIBRA OPTICA,6168030,7.0
BUENOS AIRES,CHACABUCO,CASTILLA,WIRELESS,6210010,274.0
BUENOS AIRES,CHACABUCO,CHACABUCO,ADSL,6210020,1334.0
BUENOS AIRES,CHACABUCO,CHACABUCO,CABLEMODEM,6210020,10031.0
BUENOS AIRES,CHACABUCO,CHACABUCO,DIAL UP,6210020,15.0
BUENOS AIRES,CHACABUCO,CHACABUCO,FIBRA OPTICA,6210020,1926.0
BUENOS AIRES,CHACABUCO,CHACABUCO,WIRELESS,6210020,130.0
BUENOS AIRES,CHACABUCO,O'HIGGINS,ADSL,6210040,260.0
BUENOS AIRES,CHACABUCO,O'HIGGINS,FIBRA OPTICA,6210040,220.0
BUENOS AIRES,CHACABUCO,O'HIGGINS,WIRELESS,6210040,12.0
BUENOS AIRES,CHACABUCO,RAWSON,ADSL,6210050,50.0
BUENOS AIRES,CHACABUCO,RAWSON,FIBRA OPTICA,6210050,454.0
BUENOS AIRES,CHACABUCO,RAWSON,Otros,6210050,1.0
BUENOS AIRES,CHACABUCO,RAWSON,WIRELESS,6210050,125.0
BUENOS AIRES,CHASCOMÚS,BARRIO SAN CAYETANO,FIBRA OPTICA,6217020,132.0
BUENOS AIRES,CHASCOMÚS,CHASCOMÚS,ADSL,6217010,1847.0
BUENOS AIRES,CHASCOMÚS,CHASCOMÚS,CABLEMODEM,6217010,7983.0
BUENOS AIRES,CHASCOMÚS,CHASCOMÚS,DIAL UP,6217010,79.0
BUENOS AIRES,CHASCOMÚS,CHASCOMÚS,FIBRA OPTICA,6217010,1167.0
BUENOS AIRES,CHASCOMÚS,CHASCOMÚS,SATELITAL,6217010,1.0
BUENOS AIRES,CHASCOMÚS,MANUEL J. COBO  (EST. LEZAMA),ADSL,6217020,98.0
BUENOS AIRES,CHASCOMÚS,MANUEL J. COBO  (EST. LEZAMA),CABLEMODEM,6217020,2000.0
BUENOS AIRES,CHASCOMÚS,MANUEL J. COBO  (EST. LEZAMA),FIBRA OPTICA,6217020,2.0
BUENOS AIRES,CHASCOMÚS,MANUEL J. COBO  (EST. LEZAMA),WIMAX,6217020,444.0
BUENOS AIRES,CHIVILCOY,BENITEZ,WIRELESS,6224005,19.0
BUENOS AIRES,CHIVILCOY,CHIVILCOY,ADSL,6224010,2031.0
BUENOS AIRES,CHIVILCOY,CHIVILCOY,CABLEMODEM,6224010,8973.0
BUENOS AIRES,CHIVILCOY,CHIVILCOY,DIAL UP,6224010,117.0
BUENOS AIRES,CHIVILCOY,CHIVILCOY,FIBRA OPTICA,6224010,4172.0
BUENOS AIRES,CHIVILCOY,CHIVILCOY,SATELITAL,6224010,1.0
BUENOS AIRES,CHIVILCOY,CHIVILCOY,WIRELESS,6224010,5530.0
BUENOS AIRES,CHIVILCOY,EMILIO AYARZA,WIRELESS,6224020,5.0
BUENOS AIRES,CHIVILCOY,GOROSTIAGA,ADSL,6224030,55.0
BUENOS AIRES,CHIVILCOY,GOROSTIAGA,WIRELESS,6224030,2.0
BUENOS AIRES,CHIVILCOY,LA RICA,ADSL,6224040,39.0
BUENOS AIRES,CHIVILCOY,LA RICA,Otros,6224040,2.0
BUENOS AIRES,CHIVILCOY,LA RICA,WIRELESS,6224040,97.0
BUENOS AIRES,CHIVILCOY,MOQUEHUÁ,CABLEMODEM,6224050,338.0
BUENOS AIRES,CHIVILCOY,MOQUEHUÁ,FIBRA OPTICA,6224050,563.0
BUENOS AIRES,CHIVILCOY,MOQUEHUÁ,WIRELESS,6224050,30.0
BUENOS AIRES,CHIVILCOY,RAMÓN BIAUS,ADSL,6224060,3.0
BUENOS AIRES,CHIVILCOY,RAMÓN BIAUS,WIRELESS,6224060,77.0
BUENOS AIRES,CHIVILCOY,SAN SEBASTIÁN,ADSL,6224070,3.0
BUENOS AIRES,CHIVILCOY,SAN SEBASTIÁN,WIRELESS,6224070,49.0
BUENOS AIRES,COLÓN,COLÓN,ADSL,6175010,4051.0
BUENOS AIRES,COLÓN,COLÓN,CABLEMODEM,6175010,1805.0
BUENOS AIRES,COLÓN,COLÓN,FIBRA OPTICA,6175010,5173.0
BUENOS AIRES,COLÓN,COLÓN,WIRELESS,6175010,20.0
BUENOS AIRES,COLÓN,SARASA,WIRELESS,6175040,14.0
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,BAJO HONDO,FIBRA OPTICA,6182010,25.0
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,BAJO HONDO,WIRELESS,6182010,53.0
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,BALNEARIO PEHUEN CO,SATELITAL,6182020,1.0
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,PAGO CHICO,WIRELESS,6182025,42.0
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,PUNTA ALTA  (EST ALMIRANTE SOLIER),ADSL,6182030,634.0
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,PUNTA ALTA  (EST ALMIRANTE SOLIER),CABLEMODEM,6182030,21374.0
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,PUNTA ALTA  (EST ALMIRANTE SOLIER),DIAL UP,6182030,47.0
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,PUNTA ALTA  (EST ALMIRANTE SOLIER),FIBRA OPTICA,6182030,11.0
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,PUNTA ALTA  (EST ALMIRANTE SOLIER),SATELITAL,6182030,6.0
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,VILLA DEL MAR,FIBRA OPTICA,6182030,101.0
BUENOS AIRES,CORONEL DE MARINA L. ROSALES,VILLA GENERAL ARIAS  (EST. KILÓMETRO 638),FIBRA OPTICA,6182050,165.0
BUENOS AIRES,CORONEL DORREGO,BALNEARIO MARISOL,FIBRA OPTICA,6189020,402.0
BUENOS AIRES,CORONEL DORREGO,CORONEL DORREGO,ADSL,6189030,204.0
BUENOS AIRES,CORONEL DORREGO,CORONEL DORREGO,CABLEMODEM,6189030,1428.0
BUENOS AIRES,CORONEL DORREGO,CORONEL DORREGO,DIAL UP,6189030,3.0
BUENOS AIRES,CORONEL DORREGO,CORONEL DORREGO,FIBRA OPTICA,6189030,9.0
BUENOS AIRES,CORONEL DORREGO,CORONEL DORREGO,WIRELESS,6189030,32.0
BUENOS AIRES,CORONEL DORREGO,EL PERDIDO  (EST. JOSÉ A. GUISASOLA),FIBRA OPTICA,6189040,32.0
BUENOS AIRES,CORONEL DORREGO,EL PERDIDO  (EST. JOSÉ A. GUISASOLA),WIRELESS,6189040,5.0
BUENOS AIRES,CORONEL DORREGO,ORIENTE,FIBRA OPTICA,6189070,607.0
BUENOS AIRES,CORONEL DORREGO,ORIENTE,WIRELESS,6189070,48.0
BUENOS AIRES,CORONEL PRINGLES,CORONEL PRINGLES  (EST. PRINGLES),ADSL,6196010,555.0
BUENOS AIRES,CORONEL PRINGLES,CORONEL PRINGLES  (EST. PRINGLES),CABLEMODEM,6196010,2056.0
BUENOS AIRES,CORONEL PRINGLES,CORONEL PRINGLES  (EST. PRINGLES),DIAL UP,6196010,3.0
BUENOS AIRES,CORONEL PRINGLES,CORONEL PRINGLES  (EST. PRINGLES),FIBRA OPTICA,6196010,5.0
BUENOS AIRES,CORONEL PRINGLES,CORONEL PRINGLES  (EST. PRINGLES),WIRELESS,6196010,171.0
BUENOS AIRES,CORONEL PRINGLES,INDIO RICO,DIAL UP,6196040,1.0
BUENOS AIRES,CORONEL PRINGLES,INDIO RICO,FIBRA OPTICA,6196040,24.0
BUENOS AIRES,CORONEL PRINGLES,INDIO RICO,WIRELESS,6196040,3.0
BUENOS AIRES,CORONEL SUÁREZ,CORONEL SUÁREZ,ADSL,6203020,691.0
BUENOS AIRES,CORONEL SUÁREZ,CORONEL SUÁREZ,CABLEMODEM,6203020,3097.0
BUENOS AIRES,CORONEL SUÁREZ,CORONEL SUÁREZ,DIAL UP,6203020,84.0
BUENOS AIRES,CORONEL SUÁREZ,CORONEL SUÁREZ,FIBRA OPTICA,6203020,1612.0
BUENOS AIRES,CORONEL SUÁREZ,CORONEL SUÁREZ,WIRELESS,6203020,785.0
BUENOS AIRES,CORONEL SUÁREZ,HUANGUELÉN,DIAL UP,6203050,1.0
BUENOS AIRES,CORONEL SUÁREZ,HUANGUELÉN,FIBRA OPTICA,6203050,1630.0
BUENOS AIRES,CORONEL SUÁREZ,HUANGUELÉN,WIRELESS,6203050,536.0
BUENOS AIRES,CORONEL SUÁREZ,PASMAN,WIRELESS,6203060,71.0
BUENOS AIRES,CORONEL SUÁREZ,SAN JOSÉ,CABLEMODEM,6203070,70.0
BUENOS AIRES,CORONEL SUÁREZ,SAN JOSÉ,FIBRA OPTICA,6203070,795.0
BUENOS AIRES,CORONEL SUÁREZ,SANTA MARÍA,CABLEMODEM,6203080,29.0
BUENOS AIRES,CORONEL SUÁREZ,SANTA MARÍA,FIBRA OPTICA,6203080,515.0
BUENOS AIRES,CORONEL SUÁREZ,SANTA TRINIDAD,CABLEMODEM,6203090,84.0
BUENOS AIRES,CORONEL SUÁREZ,SANTA TRINIDAD,FIBRA OPTICA,6203090,648.0
BUENOS AIRES,CORONEL SUÁREZ,VILLA LA ARCADIA,CABLEMODEM,6203100,104.0
BUENOS AIRES,CORONEL SUÁREZ,VILLA LA ARCADIA,FIBRA OPTICA,6203100,127.0
BUENOS AIRES,DAIREAUX,DAIREAUX,ADSL,6231030,226.0
BUENOS AIRES,DAIREAUX,DAIREAUX,Otros,6231030,194.0
BUENOS AIRES,DAIREAUX,DAIREAUX,SATELITAL,6231030,50.0
BUENOS AIRES,DAIREAUX,DAIREAUX,WIRELESS,6231030,339.0
BUENOS AIRES,DAIREAUX,SALAZAR,WIRELESS,6231060,79.0
BUENOS AIRES,DOLORES,DOLORES,ADSL,6238010,1045.0
BUENOS AIRES,DOLORES,DOLORES,CABLEMODEM,6238010,11056.0
BUENOS AIRES,DOLORES,DOLORES,DIAL UP,6238010,1.0
BUENOS AIRES,DOLORES,DOLORES,FIBRA OPTICA,6238010,531.0
BUENOS AIRES,DOLORES,DOLORES,WIMAX,6238010,325.0
BUENOS AIRES,DOLORES,SEVIGNE,WIRELESS,6238020,1.0
BUENOS AIRES,ENSENADA,ENSENADA,ADSL,6245010,1196.0
BUENOS AIRES,ENSENADA,ENSENADA,CABLEMODEM,6245010,11851.0
BUENOS AIRES,ENSENADA,ENSENADA,DIAL UP,6245010,16.0
BUENOS AIRES,ENSENADA,ENSENADA,FIBRA OPTICA,6245010,2926.0
BUENOS AIRES,ENSENADA,ENSENADA,Otros,6245010,6.0
BUENOS AIRES,ENSENADA,ENSENADA,WIRELESS,6245010,2092.0
BUENOS AIRES,ENSENADA,VILLA CATELA,WIRELESS,6245010,7.0
BUENOS AIRES,ESCOBAR,BELEN DE ESCOBAR,ADSL,6252010,1195.0
BUENOS AIRES,ESCOBAR,BELEN DE ESCOBAR,Cablemodem,6252010,16534.0
BUENOS AIRES,ESCOBAR,BELEN DE ESCOBAR,DIAL UP,6252010,21.0
BUENOS AIRES,ESCOBAR,BELEN DE ESCOBAR,FIBRA OPTICA,6252010,12887.0
BUENOS AIRES,ESCOBAR,BELEN DE ESCOBAR,OTROS,6252010,382.0
BUENOS AIRES,ESCOBAR,BELEN DE ESCOBAR,SATELITAL,6252010,1.0
BUENOS AIRES,ESCOBAR,BELEN DE ESCOBAR,WIRELESS,6252010,99.0
BUENOS AIRES,ESCOBAR,EL CAZADOR,CABLEMODEM,6252010,942.0
BUENOS AIRES,ESCOBAR,EL CAZADOR,FIBRA OPTICA,6252010,2588.0
BUENOS AIRES,ESCOBAR,GARÍN,ADSL,6252010,3361.0
BUENOS AIRES,ESCOBAR,GARÍN,CABLEMODEM,6252010,9904.0
BUENOS AIRES,ESCOBAR,GARÍN,DIAL UP,6252010,3.0
BUENOS AIRES,ESCOBAR,GARÍN,FIBRA OPTICA,6252010,5017.0
BUENOS AIRES,ESCOBAR,GARÍN,Otros,6252010,2.0
BUENOS AIRES,ESCOBAR,GARÍN,SATELITAL,6252010,1.0
BUENOS AIRES,ESCOBAR,GARÍN,WIRELESS,6252010,11.0
BUENOS AIRES,ESCOBAR,INGENIERO MASCHWITZ,ADSL,6252010,264.0
BUENOS AIRES,ESCOBAR,INGENIERO MASCHWITZ,CABLEMODEM,6252010,4162.0
BUENOS AIRES,ESCOBAR,INGENIERO MASCHWITZ,DIAL UP,6252010,3.0
BUENOS AIRES,ESCOBAR,INGENIERO MASCHWITZ,FIBRA OPTICA,6252010,4379.0
BUENOS AIRES,ESCOBAR,INGENIERO MASCHWITZ,Otros,6252010,1.0
BUENOS AIRES,ESCOBAR,INGENIERO MASCHWITZ,WIRELESS,6252010,300.0
BUENOS AIRES,ESCOBAR,LOMA VERDE,FIBRA OPTICA,6252010,1390.0
BUENOS AIRES,ESCOBAR,MAQUINISTA F. SAVIO (ESTE),ADSL,6252010,154.0
BUENOS AIRES,ESCOBAR,MAQUINISTA F. SAVIO (ESTE),CABLEMODEM,6252010,5151.0
BUENOS AIRES,ESCOBAR,MAQUINISTA F. SAVIO (ESTE),FIBRA OPTICA,6252010,172.0
BUENOS AIRES,ESCOBAR,MAQUINISTA F. SAVIO (ESTE),Otros,6252010,2.0
BUENOS AIRES,ESCOBAR,MAQUINISTA F. SAVIO (ESTE),WIRELESS,6252010,14.0
BUENOS AIRES,ESCOBAR,MATHEU,ADSL,6252010,668.0
BUENOS AIRES,ESCOBAR,MATHEU,CABLEMODEM,6252010,2652.0
BUENOS AIRES,ESCOBAR,MATHEU,DIAL UP,6252010,2.0
BUENOS AIRES,ESCOBAR,MATHEU,FIBRA OPTICA,6252010,77.0
BUENOS AIRES,ESCOBAR,MATHEU,Otros,6252010,3.0
BUENOS AIRES,ESCOBAR,MATHEU,SATELITAL,6252010,1.0
BUENOS AIRES,ESCOBAR,MATHEU,WIRELESS,6252010,58.0
BUENOS AIRES,ESTEBAN ECHEVERRÍA,9 DE ABRIL,ADSL,6260010,54.0
BUENOS AIRES,ESTEBAN ECHEVERRÍA,9 DE ABRIL,CABLEMODEM,6260010,6784.0
